,met_id,cluster,distance,polarity,target_group,target_ppto,target_word,source_image_schema_group,source_word,llm_expl,sentence
5108,b596eadb-5fb6-493c-bad0-aee500175236_380_6_4,0,0.6068187306064036,right,Democrats,person,you,spatial motion,going,"The verb 'going' is used metaphorically here to indicate a future consequence or outcome rather than a literal physical action. The phrase 'going to get' signifies a prediction or impending result, personifying 'you' as the subject receiving something (the 'Democrats' punishment), which transcends the verb's literal meaning of movement.",'Because that's what you're going to get for the Democrats.'
5976,b2af3699-003d-4e37-9b4a-bb76770dbc33_13_5_1,0,0.6081625901850253,right,Legal Cases,thing,search,spatial motion,goes,"The verb 'goes' is used metaphorically to personify the 'search' as if it has agency or movement. The search is not a physical entity that can move, but 'goes' is applied to signify the continuation of the search process, transcending its literal meaning of physical displacement.","'The search for Nancy Guthrie goes on with no end in sight, but authorities have a new lead involving DNA from a glove.'"
6811,95b4c966-203b-4217-bc66-d83052b0cd99_234_24_22,0,0.6092599042247365,left,Supreme Court,organization,Court,spatial motion,going,"The verb 'going' is used metaphorically to describe the Supreme Court's action of removing reproductive rights. While 'going' literally refers to physical movement, here it is employed to signify the Court's planned or impending decision-making process, transcending its original meaning to convey an abstract action rather than a physical one.","'So, as we all know here in the United States, any day now, any hour now, the Supreme Court is going to remove the reproductive rights from 51% of the population.'"
4225,f74de610-99d5-11ee-996f-3fece011ee96_645_6_5,0,0.6105428733931089,right,Other.,thing,adrenaline,spatial motion,going,"The verb 'going' is used metaphorically to describe the activation or stimulation of adrenaline, which is a substance, not an entity capable of physical movement. 'Going' here personifies adrenaline by attributing an action (movement) to it, implying its heightened activity rather than a literal physical process.",'that I could get my adrenaline going again.'
506,b596eadb-5fb6-493c-bad0-aee500175236_224_10_8,0,0.6129491283203296,right,Policy Challenges,thing,incomes,spatial motion,going,"The verb 'going' is used metaphorically to depict the decline of 'incomes,' which is an abstract concept. The verb does not describe a physical action but rather conveys a non-physical change in value, transcending its literal meaning of movement.","'So most Americans, real wages, real incomes are going down.'"
1281,d8eeeaa4-3866-4b04-a911-bdf79b88f199_147_2_1,0,0.6222588727897288,right,Legal Cases,thing,that,spatial motion,went,"'Went' is used metaphorically to describe the abstract concept of 'that' (likely referring to legal designations or cases) moving to the Supreme Court. The verb transcends its literal physical action to imply a procedural or conceptual transition, rather than describing a tangible movement of the noun.","'When that went to the Supreme Court, they did allow termination of the 2023 and 2021 designations.'"
1118,95b4c966-203b-4217-bc66-d83052b0cd99_246_2_0,0,0.6231739516534275,left,Conservative Politicians,person,We,spatial motion,going,"The verb 'going' is used metaphorically to describe the return to a metaphorical 'dark ages,' which represents a historical period rather than a physical location. The verb transcends its literal meaning of physical movement to convey a conceptual regression in time, personifying the idea of 'We' moving backward through history.","'We're going back to the dark ages here, folks.'"
4254,3bdc5bfd-9705-46fd-99d7-b2360117c606_454_13_12,0,0.6251341023550813,right,Voters',person,folks,spatial motion,going,"The verb 'going' is used metaphorically to describe the mental state of 'folks' as being 'bat-crazy,' which refers to extreme emotional excitement or irrational behavior. The verb transcends its literal meaning of physical movement to convey an internal, non-physical state, personifying the target noun's psychological condition.",'And all we've heard over the last couple of days is folks going absolutely bat-crazy because the candidate that they preferred to win didn't win.'
1179,cc04eafc-ab03-11ec-82cc-631625b14811_201_5_3,0,0.6377554316265491,right,U.S. Presidents,person,Joe,spatial motion,going,"'Going' is used metaphorically here to describe Joe's action of obtaining energy, transcending its literal meaning of physical movement. The verb signifies Joe's intentional action towards a goal (acquiring energy) rather than describing actual physical displacement.",'That's where Joe is going to get energy for the U.S.'
6351,287822c0-4282-11ed-8363-cb83fa110de1_299_8_6,0,0.6406681805701246,left,Social Tensions,thing,hell,spatial motion,going,"The verb 'going' is used metaphorically to describe the state or situation of 'hell' rather than a physical action. The phrase 'what the hell is going on' employs 'going' to convey an ongoing, unresolved state of affairs, transcending its literal meaning of physical movement.","'He probably says, what the hell is going on with this country called the United States?'"
1671,287822c0-4282-11ed-8363-cb83fa110de1_350_14_13,0,0.6426283867306856,left,MAGA Republicans,person,we,spatial motion,go,"The verb 'go' is used metaphorically to characterize 'we' by conveying abstract commitment or participation rather than a physical action. The phrase 'we go one' and 'we go all' employ 'go' to signify embracing or supporting the QAnon motto, which transcends its literal meaning of physical movement.","'There's a QAnon theme song that goes with the lyrics, where we go one, we go all, which is one of the QAnon mottos.'"
2229,205cf4e6-f82d-11ee-9742-8fe73dcf2196_347_18_12,0,0.6444617159996622,right,Institutional Frameworks,thing,value,spatial motion,goes,"The verb 'goes' is used metaphorically to describe the decline in 'value' as a process of decreasing, rather than a physical movement. The phrase 'goes down' metaphorically represents a reduction in value, abstractly conveying a loss of worth rather than a literal physical action.","'If you just randomly print it and hand it out, the value of the store of value goes down just like the value of the coins if you flood the market.'"
3056,d8eeeaa4-3866-4b04-a911-bdf79b88f199_33_4_3,0,0.6464216976821145,right,Resistance Movements.,thing,Buttons,spatial motion,going,"The verb 'going' is used metaphorically to describe Christina Buttons' active engagement or investigation into the ICE Watch Group, transcending its literal meaning of physical movement. It signifies her involvement in accessing or participating in the group's activities, rather than a literal act of moving physically.","'Investigative journalist Christina Buttons going inside ICE Watch Group, quote, defend the 612, named for the Minneapolis area code, which she describes as, quote, the beating heart of the city's resistance to federal immigration enforcement.'"
6117,cc04eafc-ab03-11ec-82cc-631625b14811_474_2_1,0,0.6464589007958448,right,Vaccines,thing,things,spatial motion,go,"The verb 'go' is used metaphorically to indicate that 'things' should return to the action of vaccinating, transcending its literal meaning of physical movement. It personifies 'things' as entities capable of returning to an action, implying a metaphorical 'return to vaccinate' rather than a literal physical action.","'All things go back to vaccinate, vaccinate, vaccinate.'"
7205,db3645a8-866b-11ee-89ee-ab796eb80dd3_57_11_9,0,0.6472457038039368,left,Legal Cases,thing,evidence,spatial motion,go,"The verb 'go' is used metaphorically to describe the procedural role of evidence in the legal process. It does not refer to physical movement but rather signifies evidence being presented to the jury as part of a legal proceeding, which is a conceptual metaphor for the evidence's function in the trial.","'So just kind of basic criminal law 101, evidence will go before a jury.'"
7303,876e1918-4bbd-11ec-9286-330a99840065_12_20_19,0,0.6481382109628694,left,Media and Political Commentators,person,who,spatial motion,go,"The verb 'go' is used metaphorically to describe the depth of engagement with the news, not a physical action. 'Go deeper' signifies a conceptual extension of exploring or investigating further, rather than literal movement.","'And it's Lovett, and Favreau, and me, and Pfeiffer, and then other Crooked hosts who go deeper on the news and cover more stories.'"
2349,0e5efcaa-8b85-11ed-95fd-3fc9ab0ea880_434_7_4,0,0.650001508623784,right,Public,person,you,spatial motion,go,"The verb 'go' is used metaphorically to describe the state of 'you' in relation to making an error. The phrase 'go wrong' does not refer to physical movement but rather signifies a conceptual state of being incorrect or mistaken, transcending the literal meaning of the verb.","'I promise you, you will never go wrong with this golden rule.'"
6445,64f45e18-5b2f-4574-b34c-84410e316110_160_9_6,0,0.6558128875207488,left,U.S. Presidents.,person,Trump,spatial motion,going,"The verb 'going' is used metaphorically to convey the concept of Trump facing an inevitable, deserved consequence ('comeuppance'), rather than describing a physical action. The phrase 'going to get' signifies a future outcome based on conceptual equivalence, not literal movement.",'And obviously it seems like Donald Trump finally is going to get his comeuppance.'
164,b75ea1be-17e0-11ef-a17e-bb3416e4183b_102_8_7,0,0.656307488046875,left,Media,thing,what,spatial motion,went,"The verb 'went' is used metaphorically to characterize the target noun 'what' by referring to the occurrence or sequence of events rather than a physical movement. The phrase 'what went down' is an idiom meaning 'what happened,' where 'went' transcends its literal meaning of movement to signify the unfolding of events.",'Just so you remember the reporting of what went down.'
2075,95b4c966-203b-4217-bc66-d83052b0cd99_298_4_2,0,0.6570700299322981,left,Power Dynamics.,thing,nothing,spatial motion,going,"The verb 'going' is used metaphorically to describe the state of 'nothing' as if it were an active process. The phrase 'nothing's going on' employs 'going' to signify the absence of activity or events, transcending its literal meaning of physical movement. This usage personifies 'nothing' by implying it has the capacity to 'go' (i.e., occur or happen), which is not a literal physical action.","'And if nothing's going on, make something happen.'"
616,97e645d8-eba8-11f0-a898-3b712b89e31f_145_27_26,0,0.6646738269007304,left,Security Concerns',thing,they,spatial motion,go,"The verb 'go' is used metaphorically to personify the flight paths of Russian missiles, attributing them with the active capability of physically moving across Greenland and into the United States. Flight paths are abstract routes, not entities that can perform physical actions, so 'go' transcends its literal meaning to convey movement as if the paths themselves are agents.","'Not only are Russian and Chinese ships sailing all across the Arctic looking for riches and new routes, the flight paths of Russian missiles, they go directly across Greenland into the United States.'"
1672,287822c0-4282-11ed-8363-cb83fa110de1_350_7_6,0,0.6674398538617746,left,Conspiracies',thing,that,spatial motion,goes,"The verb 'goes' is used metaphorically to describe the relationship between the song and the lyrics, indicating compatibility or association rather than a physical action of moving.","'There's a QAnon theme song that goes with the lyrics, where we go one, we go all, which is one of the QAnon mottos.'"
3921,64f45e18-5b2f-4574-b34c-84410e316110_165_16_14,0,0.6678302410210664,left,Judges and Political Figures,person,heads,spatial motion,going,"The verb 'going' is used metaphorically to signify that heads (individuals) will face consequences or be held accountable, rather than describing a literal physical movement. The phrase 'heads are going to roll' is an idiomatic expression indicating severe punishment or removal, which transcends the literal meaning of 'going' as physical motion.","'And it sounded like, according to the chairwoman of the grand jury, heads are going to roll.'"
4269,d8eeeaa4-3866-4b04-a911-bdf79b88f199_47_10_9,0,0.6695942902815143,right,Resistance Movements',thing,trainings,spatial motion,go,"The verb 'go' is used metaphorically to describe the extent or scope of 'trainings,' indicating that they extend beyond a specific scope. Since 'trainings' are abstract concepts, the verb does not refer to a physical action but rather signifies a conceptual progression or expansion, which is a metaphorical use.","'According to City Journal, Defend the 612's trainings go beyond identifying and documenting immigration enforcement, even encouraging protesters to get themselves arrested to divert federal resources away from their intended targets.'"
6495,3bdc5bfd-9705-46fd-99d7-b2360117c606_375_17_16,0,0.6733930855949299,right,Political Commentators,person,him,spatial motion,go,"The verb 'go' is used metaphorically to describe allowing 'him' to take over or perform on the show, rather than referring to a physical action. The phrase 'let him go' in this context signifies granting him the opportunity to act or 'take the stage,' which transcends the literal meaning of the verb.","'When he's on my shows, I kind of give him the microphone and let him go.'"
